File,Test Month,State,District,District Code,Experience in Plumbing,Pre -Test,Post -Test, Which type of pipe is suitable for both hot and cold water?, How deep is the water seal in the P Trap? ,What is the purpose of a non-return valve (NRV)?,What is the minimum diameter of a soil pipe in a residential building?,A trap prevents foul gases from entering the building.,PEX pipes are commonly used in gas pipelines., The height of air pipe with water tank should be…….,What is the colour of CPVC SDR 11? ,What is the color of UPVC SCH 40 pipe?,Where are PVC connection pipes used?, Which type of pipe is suitable for both hot and cold water?, How deep is the water seal in the P Trap? ,What is the purpose of a non-return valve (NRV)?,What is the minimum diameter of a soil pipe in a residential building?,A trap prevents foul gases from entering the building.,PEX pipes are commonly used in gas pipelines., The height of air pipe with water tank should be…….,What is the colour of CPVC SDR 11? ,What is the color of UPVC SCH 40 pipe?,Where are PVC connection pipes used?,Grand total,Score
OD-AUG5_0101.jpg,August,Odisha,Rayagada,26 ,,,Post -Test,B,B,C,B, A,B,B, A,C,D,1,1,1,1,1,1,1,1,1,1,10,100%
OD-AUG5_0105.jpg,August,Odisha,Bargarh,4 ,More than 5 Years,,Post -Test,B,B,C,B, A,B,B, A,C,D,1,1,1,1,1,1,1,1,1,1,10,100%
OD-AUG5_0106.jpg,August,Odisha,Rayagada,26 ,3 to 5 Year,,Post -Test,B,B,C,B, A,B,B, A,C,D,1,1,1,1,1,1,1,1,1,1,10,100%
OD-AUG5_0107.jpg,August,Odisha,Rayagada,26 ,1 to 3 Year,,Post -Test,B,B,C,B, A,B,B, A,C,D,1,1,1,1,1,1,1,1,1,1,10,100%
OD-AUG5_0111.jpg,August,Odisha,Bargarh,4 ,,,Post -Test,B,B,C,B, A,B,B, A,C,D,1,1,1,1,1,1,1,1,1,1,10,100%
OD-AUG5_0151.jpg,August,Odisha,Boudh,6 ,More than 5 Years,,Post -Test,B,B,C,B, A,B,B, A,C,D,1,1,1,1,1,1,1,1,1,1,10,100%
OD-AUG5_0152.jpg,August,Odisha,Rayagada,26 ,More than 5 Years,,Post -Test,B,B,C,B, A,B,B, A,C,D,1,1,1,1,1,1,1,1,1,1,10,100%
OD-AUG5_0157.jpg,August,Odisha,Rayagada,26 ,More than 5 Years,,Post -Test,B,B,C,B, A,B,B, A,C,D,1,1,1,1,1,1,1,1,1,1,10,100%
OD-Jul1_0008.jpg,July,Odisha,Balangir,2,,,Post -Test,B,B,C,B, A,B,B, A,C,D,1,1,1,1,1,1,1,1,1,1,10,100%
OD-Jul1_0012.jpg,July,Odisha,Balangir,2 ,More than 5 Years,,Post -Test,B,B,C,B, A,B,B, A,C,D,1,1,1,1,1,1,1,1,1,1,10,100%
OD-Jul1_0020.jpg,July,Odisha,Balangir,2,,,Post -Test,B,B,C,B, A,B,B, A,C,D,1,1,1,1,1,1,1,1,1,1,10,100%
OD-Jul1_0029.jpg,July,Odisha,Balangir,2 ,3 to 5 Year,,Post -Test,B,B,C,B, A,B,B, A,C,D,1,1,1,1,1,1,1,1,1,1,10,100%
OD-Jul1_0035.jpg,July,Odisha,Balangir,2,More than 5 Years,,Post -Test,B,B,C,B, A,B,B, A,C,D,1,1,1,1,1,1,1,1,1,1,10,100%
OD-Jul1_0047.jpg,July,Odisha,Sambalpur,27,3 to 5 Year,,Post -Test,B,B,C,B, A,B,B, A,C,D,1,1,1,1,1,1,1,1,1,1,10,100%
OD-Jul2_0002.jpg,July,Odisha,Sambalpur,27,More than 5 Years,,Post -Test,B,B,C,B, A,B,B, A,C,D,1,1,1,1,1,1,1,1,1,1,10,100%
OD-Jul2_0038.jpg,July,Odisha,Sambalpur,27,More than 5 Years,,Post -Test,B,B,C,B, A,B,B, A,C,D,1,1,1,1,1,1,1,1,1,1,10,100%
OD-Jul2_0082.jpg,July,Odisha,Sambalpur,27,,,Post -Test,B,B,C,B, A,B,B, A,C,D,1,1,1,1,1,1,1,1,1,1,10,100%
OD-Jul2_0083.jpg,July,Odisha,Sambalpur,27,3 to 5 Year,,Post -Test,B,B,C,B, A,B,B, A,C,D,1,1,1,1,1,1,1,1,1,1,10,100%
OD-Jul2_0094.jpg,July,Odisha,Sambalpur,27,,,Post -Test,B,B,C,B, A,B,B, A,C,D,1,1,1,1,1,1,1,1,1,1,10,100%
OD-Jul2_0117.jpg,July,Odisha,Sambalpur,27,More than 5 Years,,Post -Test,B,B,C,B, A,B,B, A,C,D,1,1,1,1,1,1,1,1,1,1,10,100%
OD-Jul2_0119.jpg,July,Odisha,Sambalpur,27,,,Post -Test,B,B,C,B, A,B,B, A,C,D,1,1,1,1,1,1,1,1,1,1,10,100%
OD-Jul2_0149.jpg,July,Odisha,Sambalpur,27,,,Post -Test,B,B,C,B, A,B,B, A,C,D,1,1,1,1,1,1,1,1,1,1,10,100%
OD-Jul2_0166.jpg,July,Odisha,Balangir,2 ,3 to 5 Year,,Post -Test,B,B,C,B, A,B,B, A,C,D,1,1,1,1,1,1,1,1,1,1,10,100%
OD-Jul2_0168.jpg,July,Odisha,Balangir,2 ,,,Post -Test,B,B,C,B, A,B,B, A,C,D,1,1,1,1,1,1,1,1,1,1,10,100%
OD-Jul2_0170.jpg,July,Odisha,Balangir,2 ,More than 5 Years,,Post -Test,B,B,C,B, A,B,B, A,C,D,1,1,1,1,1,1,1,1,1,1,10,100%
OD-Jul2_0241.jpg,July,Odisha,Balangir,2 ,3 to 5 Year,,Post -Test,B,B,C,B, A,B,B, A,C,D,1,1,1,1,1,1,1,1,1,1,10,100%
JH-Aug-1_0256.jpg,July,Jharkhand,Hazaribagh,41 ,3 to 5 Year,,Post -Test,B,B,C,B,A,B,B,A,C,D,1,1,1,1,1,1,1,1,1,1,10,100%
OD-AUG1_0024.jpg,August,Odisha,Balangir,2 ,3 to 5 Year,Pre-Test,,,,,D,,,,,,,,,,0,,,,,,,0,0%
OD-AUG1_0034.jpg,August,Odisha,Balangir,2 ,More than 5 Years,Pre-Test,,D,,,,,,C,B,,,0,,,,,,0,0,,,0,0%
OD-AUG1_0044.jpg,August,Odisha,Balangir,2 ,,Pre-Test,,,D,,,, A,,,D,,,0,,,,0,,,0,,0,0%
OD-AUG1_0047.jpg,August,Odisha,Balangir,2 ,,Pre-Test,,,,D,,,,,,,B,,,0,,,,,,,0,0,0%
OD-AUG2_0003.jpg,August,Odisha,Balangir,2 ,3 to 5 Year,Pre-Test,,,D,,,B,,,B, A, A,,0,,,0,,,0,0,0,0,0%
OD-AUG2_0067.jpg,August,Odisha,Balangir,2 ,More than 5 Years,Pre-Test,,D,,,,B,,,,,,0,,,,0,,,,,,0,0%
OD-AUG2_0137.jpg,August,Odisha,Balangir,2 ,More than 5 Years,Pre-Test,,D, A,,,,,,,,,0,0,,,,,,,,,0,0%
OD-AUG2_0155.jpg,August,Odisha,Balangir,2 ,More than 5 Years,Pre-Test,,D,,,,,,,,,,0,,,,,,,,,,0,0%
OD-AUG2_0156.jpg,August,Odisha,Balangir,2 ,3 to 5 Year,Pre-Test,,,,,,,,D,,,,,,,,,,0,,,,0,0%
OD-AUG2_0173.jpg,August,Odisha,Bargarh,4 ,,Pre-Test,,,,, A,,,,,,,,,,0,,,,,,,0,0%
OD-AUG2_0174.jpg,August,Odisha,Bargarh,4 ,,Pre-Test,,D,,,,,,,,,,0,,,,,,,,,,0,0%
OD-Aug3_0009.jpg,August,Odisha,Bargarh,4 ,More than 5 Years,Pre-Test,,,,,D,,,,,,,,,,0,,,,,,,0,0%
OD-Aug3_0013.jpg,August,Odisha,Bargarh,4 ,More than 5 Years,Pre-Test,,,D,D,,,,,,,,,0,0,,,,,,,,0,0%
OD-Aug3_0019.jpg,August,Odisha,Bargarh,4 ,More than 5 Years,Pre-Test,,,,,D,B,,,,,,,,,0,0,,,,,,0,0%
OD-AUG4_0022.jpg,August,Odisha,Balasore,3 ,,Pre-Test,,,,, A,,,,,,,,,,0,,,,,,,0,0%
OD-AUG4_0023.jpg,August,Odisha,Balasore,3 ,More than 5 Years,Pre-Test,,,,,,, A,,,,,,,,,,0,,,,,0,0%
OD-AUG4_0032.jpg,August,Odisha,Balasore,3 ,More than 5 Years,Pre-Test,,,,,D,,,,,,,,,,0,,,,,,,0,0%
OD-AUG4_0037.jpg,August,Odisha,Balasore,3 ,More than 5 Years,Pre-Test,,,,,,B,,,,,,,,,,0,,,,,,0,0%
OD-AUG5_0050.jpg,August,Odisha,Balasore,3 ,,Pre-Test,,,,,,B,,,,,,,,,,0,,,,,,0,0%
OD-AUG5_0053.jpg,August,Odisha,Balasore,3 ,More than 5 Years,Pre-Test,,,D,,,B,,,,D,,,0,,,0,,,,0,,0,0%
OD-AUG5_0065.jpg,August,Odisha,Bhadrak,5 ,More than 5 Years,Pre-Test,,,,,,,,,,D,,,,,,,,,,0,,0,0%
OD-AUG5_0080.jpg,August,Odisha,Balangir,2 ,,Pre-Test,,,, A,,,,,,,,,,0,,,,,,,,0,0%
OD-AUG5_0123.jpg,August,Odisha,Bargarh,4 ,3 to 5 Year,Pre-Test,,,,,,, A, A,,,,,,,,,0,0,,,,0,0%
OD-AUG5_0141.jpg,August,Odisha,Rayagada,26 ,,Pre-Test,,,,,,,,D,,,,,,,,,,0,,,,0,0%
OD-AUG6_0024.jpg,August,Odisha,Balasore,3 ,,Pre-Test,,,,,,,,,, A,B,,,,,,,,,0,0,0,0%
OD-Jul2_0011.jpg,July,Odisha,Sambalpur,27,,Pre-Test,,C, A,,,,,,,,,0,0,,,,,,,,,0,0%
OD-Jul2_0019.jpg,July,Odisha,Sambalpur,27,,Pre-Test,,, A,, A,B,,,,,,,0,,0,0,,,,,,0,0%
OD-Jul2_0056.jpg,July,Odisha,Sambalpur,27,3 to 5 Year,Pre-Test,,,,,,,,D,,,C,,,,,,,0,,,0,0,0%
OD-Jul2_0058.jpg,July,Odisha,Balangir,2 ,More than 5 Years,Pre-Test,,,,B,,, A,C,B,B,C,,,0,,,0,0,0,0,0,0,0%
OD-Jul2_0065.jpg,July,Odisha,Sambalpur,27,Less than 1 Year,Pre-Test,,,,,,, A,,,,C,,,,,,0,,,,0,0,0%
OD-Jul2_0085.jpg,July,Odisha,Sambalpur,27,More than 5 Years,Pre-Test,,,,,D,B, A,C,,,C,,,,0,0,0,0,,,0,0,0%
OD-Jul2_0125.jpg,July,Odisha,Balangir,2 ,1 to 3 Year,Pre-Test,,, A,D, A,B, A,,B,,,,0,0,0,0,0,,0,,,0,0%
OD-Jul2_0138.jpg,July,Odisha,Sambalpur,27,More than 5 Years,Pre-Test,,,,D,,B,,D,,,,,,0,,0,,0,,,,0,0%
OD-Jul2_0144.jpg,July,Odisha,Sambalpur,27,More than 5 Years,Pre-Test,,"B,D",,,,,,,,,,0,,,,,,,,,,0,0%
OD-Jul2_0180.jpg,July,Odisha,Balangir,2 ,More than 5 Years,Pre-Test,,,,,,,,D,,,,,,,,,,0,,,,0,0%
OD-Jul2_0193.jpg,July,Odisha,Balangir,2,More than 5 Years,Pre-Test,,, A,,,,,C,, A,,,0,,,,,0,,0,,0,0%
OD-Jul2_0229.jpg,July,Odisha,Balangir,2,3 to 5 Year,Pre-Test,,,,,,,,D,,,,,,,,,,0,,,,0,0%
OD-Jul3_0007.jpg,July,Odisha,Sambalpur,27,1 to 3 Year,Pre-Test,,,,,,, A,,,,,,,,,,0,,,,,0,0%
JH-Aug-1_0005.jpg,August,Jharkhand,Giridih,38 ,,Pre-Test,,,,,,,,,,D,,,,,,,,,,0,,0,0%
JH-Aug-1_0014.jpg,August,Jharkhand,Giridih,38 ,,Pre-Test,,,,,A,A,,,,D,,,,,0,1,,,,0,,1,10%
JH-Aug-1_0094.jpg,July,Jharkhand,Bokaro,31 ,,Pre-Test,,,C,,,,A,,,,,,0,,,,0,,,,,0,0%
JH-Aug-1_0138.jpg,August,Jharkhand,Bokaro,31 ,Less than 1 Year,Pre-Test,,,,,,,,,,,B,,,,,,,,,,0,0,0%
JH-Aug-1_0140.jpg,August,Jharkhand,Bokaro,31 ,,Pre-Test,,,,,,A,,C,,,,,,,,1,,0,,,,1,10%
JH-Aug-1_0155.jpg,August,Jharkhand,Bokaro,31 ,,Pre-Test,,,,,A,,,,,B,,,,,0,,,,,0,,0,0%
JH-Aug-1_0158.jpg,August,Jharkhand,Dhanbad,34 ,,Pre-Test,,,,,,,,A,B,B,B,,,,,,,0,0,0,0,0,0%
JH-Aug-1_0162.jpg,August,Jharkhand,Dhanbad,34 ,,Pre-Test,,,,,,A,,,B,,,,,,,1,,,0,,,1,10%
JH-Aug-1_0226.jpg,August,Jharkhand,Hazaribagh,41 ,,Pre-Test,,,,,C,A,,,,,,,,,0,1,,,,,,1,10%
JH-Aug-1_0235.jpg,July,Jharkhand,Hazaribagh,41 ,Less than 1 Year,Pre-Test,,,,,,,,,C,B,,,,,,,,,0,0,,0,0%
JH-Aug-1_0236.jpg,August,Jharkhand,Hazaribagh,41 ,,Pre-Test,,,,,A,A,,,,,,,,,0,1,,,,,,1,10%
JH-Aug-1_0273.jpg,July,Jharkhand,Hazaribagh,41 ,,Pre-Test,,,C,,,,,,,,,,0,,,,,,,,,0,0%
JH-Aug-1_0282.jpg,July,Jharkhand,Hazaribagh,41 ,,Pre-Test,,,,,,,,,C,,,,,,,,,,0,,,0,0%
JH-Aug-1_0325.jpg,July,Jharkhand,Giridih,38 ,,Pre-Test,,,,,,,,,C,,,,,,,,,,0,,,0,0%
JH-Aug-1_0371.jpg,August,Jharkhand,Giridih,38 ,More than 5 Years,Pre-Test,,,A,,A,A,A,,C,,,,0,,0,1,0,,0,,,1,10%
JH-Aug-1_0376.jpg,August,Jharkhand,Giridih,38 ,,Pre-Test,,,,,,,,,,A,,,,,,,,,,0,,0,0%
JH-Aug-1_0381.jpg,August,Jharkhand,Giridih,38 ,,Pre-Test,,,A,,,,,,,,,,0,,,,,,,,,0,0%
JH-Aug-1_0522.jpg,August,Jharkhand,Giridih,38 ,,Pre-Test,,,,,D,A,,,,,,,,,0,1,,,,,,1,10%
JH-Aug-1_0551.jpg,August,Jharkhand,Dhanbad,34 ,,Pre-Test,,C,,,,,,,,,,0,,,,,,,,,,0,0%
JH-Aug-1_0553.jpg,August,Jharkhand,Dhanbad,34 ,,Pre-Test,,,,,A,,,,,,,,,,0,,,,,,,0,0%
JH-Aug-1_0622.jpg,August,Jharkhand,Jamtara,42 ,,Pre-Test,,,D,,,,,,,,,,0,,,,,,,,,0,0%
JH-Aug-1_0645.jpg,August,Jharkhand,Giridih,38 ,,Pre-Test,,,C,,,,,,,,A,,0,,,,,,,,0,0,0%
JH-Aug-1_0659.jpg,August,Jharkhand,Giridih,38 ,3 to 5 Year,Pre-Test,,,A,,,,,,,,,,0,,,,,,,,,0,0%
JH-Aug-1_0662.jpg,August,Jharkhand,Giridih,38 ,1 to 3 Year,Pre-Test,,,C,,,,,,,,,,0,,,,,,,,,0,0%
JH-Aug-1_0679.jpg,August,Jharkhand,Giridih,38 ,,Pre-Test,,,,,,,,,B,D,,,,,,,,,0,0,,0,0%
JH-Aug-1_0783.jpg,August,Jharkhand,Giridih,38 ,,Pre-Test,,,C,,,,,,,,,,0,,,,,,,,,0,0%
JH-Aug-1_0788.jpg,August,Jharkhand,Giridih,38 ,,Pre-Test,,,C,,,,,,,,,,0,,,,,,,,,0,0%
JH-Aug-1_0807.jpg,August,Jharkhand,Giridih,38 ,3 to 5 Year,Pre-Test,,,,,,,,,C,,,,,,,,,,0,,,0,0%
JH-Aug-1_0849.jpg,August,Jharkhand,Dhanbad,34 ,,Pre-Test,,,,,,,,,,,A,,,,,,,,,,0,0,0%
JH-Aug-1_0872.jpg,August,Jharkhand,Dhanbad,34 ,,Pre-Test,,,C,,,,,,D,,,,0,,,,,,0,,,0,0%
JH-Aug-2_0027.jpg,August,Jharkhand,Dhanbad,34 ,,Pre-Test,,,C,,,,A,,,,,,0,,,,0,,,,,0,0%
JH-Aug-2_0036.jpg,August,Jharkhand,Dhanbad,34 ,,Pre-Test,,,C,,,,,,B,,,,0,,,,,,0,,,0,0%
JH-Aug-2_0053.jpg,August,Jharkhand,Dhanbad,34 ,More than 5 Years,Pre-Test,,,,,,A,,,D,,A,,,,,1,,,0,,0,1,10%
OD-AUG1_0001.jpg,August,Odisha,Balangir,2 ,3 to 5 Year,Pre-Test,,,,,,,,,,,D,,,,,,,,,,1,1,10%
OD-AUG1_0005.jpg,August,Odisha,Balangir,2 ,,Pre-Test,,,,,,,,,,,D,,,,,,,,,,1,1,10%
OD-AUG1_0008.jpg,August,Odisha,Balangir,2 ,3 to 5 Year,Pre-Test,,,,,,,,,,,D,,,,,,,,,,1,1,10%
OD-AUG1_0011.jpg,August,Odisha,Balangir,2 ,,Pre-Test,,,,,,,,,,,D,,,,,,,,,,1,1,10%
OD-AUG1_0016.jpg,August,Odisha,Balangir,2 ,1 to 3 Year,Pre-Test,,B,,,,, A,,B,, A,1,,,,,0,,0,,0,1,10%
OD-AUG1_0019.jpg,August,Odisha,Balangir,2 ,,Pre-Test,,,B,,,,,,,,,,1,,,,,,,,,1,10%
OD-AUG1_0032.jpg,August,Odisha,Balangir,2 ,More than 5 Years,Pre-Test,,,,,,,,D,,C,,,,,,,,0,,1,,1,10%
OD-AUG1_0035.jpg,August,Odisha,Balangir,2 ,More than 5 Years,Pre-Test,,,,,, A,,,B,,,,,,,1,,,0,,,1,10%
OD-AUG1_0041.jpg,August,Odisha,Balangir,2 ,1 to 3 Year,Pre-Test,,B,,,,,,,,,,1,,,,,,,,,,1,10%
OD-AUG1_0068.jpg,August,Odisha,Balangir,2 ,More than 5 Years,Pre-Test,,,,,, A,,,,,,,,,,1,,,,,,1,10%
OD-AUG2_0002.jpg,August,Odisha,Balangir,2 ,More than 5 Years,Pre-Test,,D,D,D,D,B, A,D,D,D,D,0,0,0,0,0,0,0,0,0,1,1,10%
OD-AUG2_0005.jpg,August,Odisha,Balangir,2 ,3 to 5 Year,Pre-Test,,D,D,D,,B,,,,D,D,0,0,0,,0,,,,0,1,1,10%
OD-AUG2_0048.jpg,August,Odisha,Balangir,2 ,1 to 3 Year,Pre-Test,,D,D,D,D,,,, A,,,0,0,0,0,,,,1,,,1,10%
OD-AUG2_0061.jpg,August,Odisha,Balangir,2 ,More than 5 Years,Pre-Test,,B,C,B,,,, A,,,,1,0,0,,,,0,,,,1,10%
OD-AUG2_0062.jpg,August,Odisha,Balangir,2 ,More than 5 Years,Pre-Test,, A,C, A,,,, A,,,D,0,0,0,,,,0,,,1,1,10%
OD-AUG2_0066.jpg,August,Odisha,Balangir,2 ,More than 5 Years,Pre-Test,,,,D,D,B, A,,,,D,,,0,0,0,0,,,,1,1,10%
OD-AUG2_0069.jpg,August,Odisha,Balangir,2 ,More than 5 Years,Pre-Test,,B,,,C,,, A,,,,1,,,0,,,0,,,,1,10%
OD-AUG2_0072.jpg,August,Odisha,Balangir,2 ,More than 5 Years,Pre-Test,,B,,,,,,,,,,1,,,,,,,,,,1,10%
OD-AUG2_0076.jpg,August,Odisha,Balangir,2 ,More than 5 Years,Pre-Test,,B,,,,,,,,,,1,,,,,,,,,,1,10%
OD-AUG2_0079.jpg,August,Odisha,Balangir,2 ,,Pre-Test,,,,,B,B,,,,,,,,,1,0,,,,,,1,10%
OD-AUG2_0085.jpg,August,Odisha,Balangir,2 ,,Pre-Test,,,,,B,,,,,,,,,,1,,,,,,,1,10%
OD-AUG2_0088.jpg,August,Odisha,Balangir,2 ,,Pre-Test,,,,,, A, A,,,,,,,,,1,0,,,,,1,10%
OD-AUG2_0091.jpg,August,Odisha,Balangir,2 ,More than 5 Years,Pre-Test,,,,,, A,,,,,,,,,,1,,,,,,1,10%
OD-AUG2_0110.jpg,August,Odisha,Balangir,2 ,More than 5 Years,Pre-Test,,B,, A, A,,,,,,,1,,0,0,,,,,,,1,10%
OD-AUG2_0111.jpg,August,Odisha,Balangir,2 ,3 to 5 Year,Pre-Test,,B, A,D,D,B, A,D,D,,,1,0,0,0,0,0,0,0,,,1,10%
OD-AUG2_0131.jpg,August,Odisha,Balangir,2 ,,Pre-Test,,B,,,,,,,,,,1,,,,,,,,,,1,10%
OD-AUG2_0136.jpg,August,Odisha,Balangir,2 ,,Pre-Test,,,,,,,,, A,,,,,,,,,,1,,,1,10%
OD-AUG2_0138.jpg,August,Odisha,Balangir,2 ,More than 5 Years,Pre-Test,,,,,,,B,D,,,,,,,,,1,0,,,,1,10%
OD-AUG2_0149.jpg,August,Odisha,Balangir,2 ,3 to 5 Year,Pre-Test,,B,,D,,,,,,D,,1,,0,,,,,,0,,1,10%
OD-AUG2_0150.jpg,August,Odisha,Balangir,2 ,More than 5 Years,Pre-Test,,B,D,D, A,B, A,D,D,,,1,0,0,0,0,0,0,0,,,1,10%
OD-AUG2_0157.jpg,August,Odisha,Balangir,2 ,3 to 5 Year,Pre-Test,,B,,,,,,,,,,1,,,,,,,,,,1,10%
OD-AUG2_0162.jpg,August,Odisha,Bargarh,4 ,,Pre-Test,,B,,,,,,,,,,1,,,,,,,,,,1,10%
OD-AUG2_0171.jpg,August,Odisha,Bargarh,4 ,,Pre-Test,,B,, A, A,,,,B, A,,1,,0,0,,,,0,0,,1,10%
OD-AUG2_0176.jpg,August,Odisha,Bargarh,4 ,,Pre-Test,,B,, A, A,,,,,,,1,,0,0,,,,,,,1,10%
OD-AUG2_0185.jpg,August,Odisha,Bargarh,4 ,,Pre-Test,,,,,,,,,,C,,,,,,,,,,1,,1,10%
OD-Aug3_0011.jpg,August,Odisha,Bargarh,4 ,,Pre-Test,,B,,,,,,,,,,1,,,,,,,,,,1,10%
OD-Aug3_0014.jpg,August,Odisha,Bargarh,4 ,3 to 5 Year,Pre-Test,,B,,,,,,,,,,1,,,,,,,,,,1,10%
OD-Aug3_0020.jpg,August,Odisha,Bargarh,4 ,,Pre-Test,,,,,D, A,,,,,,,,,0,1,,,,,,1,10%
OD-Aug3_0025.jpg,August,Odisha,Bargarh,4 ,,Pre-Test,,B,,,,,,,,,,1,,,,,,,,,,1,10%
OD-Aug3_0043.jpg,August,Odisha,Balasore,3 ,3 to 5 Year,Pre-Test,,B, A, A,D,B, A,,B,,,1,0,0,0,0,0,,0,,,1,10%
OD-Aug3_0045.jpg,August,Odisha,Balasore,3 ,,Pre-Test,,B,,,D,B,, A,,,,1,,,0,0,,0,,,,1,10%
OD-Aug3_0050.jpg,August,Odisha,Balasore,3 ,3 to 5 Year,Pre-Test,,B,,,,,,,,,,1,,,,,,,,,,1,10%
OD-Aug3_0051.jpg,August,Odisha,Balasore,3 ,3 to 5 Year,Pre-Test,,B,,,,,,,,,,1,,,,,,,,,,1,10%
OD-Aug3_0053.jpg,August,Odisha,Balasore,3 ,,Pre-Test,,B,,,,,,,B,,,1,,,,,,,0,,,1,10%
OD-Aug3_0055.jpg,August,Odisha,Balasore,3 ,,Pre-Test,,B,,,,,,,,,,1,,,,,,,,,,1,10%
OD-AUG4_0031.jpg,August,Odisha,Balasore,3 ,,Pre-Test,,B,,,,,,,,,,1,,,,,,,,,,1,10%
OD-AUG4_0033.jpg,August,Odisha,Balasore,3 ,More than 5 Years,Pre-Test,,B,D,,,,,,,,,1,0,,,,,,,,,1,10%
OD-AUG4_0041.jpg,August,Odisha,Balasore,3 ,More than 5 Years,Pre-Test,,,B,,,,,,,,,,1,,,,,,,,,1,10%
OD-AUG4_0046.jpg,August,Odisha,Balasore,3 ,,Pre-Test,,,,,,,,,,C,,,,,,,,,,1,,1,10%
OD-AUG5_0005.jpg,August,Odisha,Balasore,3 ,More than 5 Years,Pre-Test,,,,,,,,, A,,,,,,,,,,1,,,1,10%
OD-AUG5_0010.jpg,August,Odisha,Balasore,3 ,More than 5 Years,Pre-Test,,B,,,,,,,,,,1,,,,,,,,,,1,10%
OD-AUG5_0015.jpg,August,Odisha,Balasore,3 ,3 to 5 Year,Pre-Test,,B, A,,,,,,,,,1,0,,,,,,,,,1,10%
OD-AUG5_0019.jpg,August,Odisha,Balasore,3 ,,Pre-Test,,D,B, A,,,,,,,,0,1,0,,,,,,,,1,10%
OD-AUG5_0030.jpg,August,Odisha,Balasore,3 ,,Pre-Test,,,,,,,,,,C,,,,,,,,,,1,,1,10%
OD-AUG5_0040.jpg,August,Odisha,Balasore,3 ,,Pre-Test,,,,,,,,, A,,,,,,,,,,1,,,1,10%
OD-AUG5_0049.jpg,August,Odisha,Balasore,3 ,,Pre-Test,,B,D,D,,B, A,D,B,D,,1,0,0,,0,0,0,0,0,,1,10%
OD-AUG5_0056.jpg,August,Odisha,Balasore,3 ,3 to 5 Year,Pre-Test,,,B,,,,, A,,,,,1,,,,,0,,,,1,10%
OD-AUG5_0077.jpg,August,Odisha,Balangir,2 ,3 to 5 Year,Pre-Test,, A,B,D,C,B, A,C,D,D,C,0,1,0,0,0,0,0,0,0,0,1,10%
OD-AUG5_0078.jpg,August,Odisha,Rayagada,26 ,3 to 5 Year,Pre-Test,,B,, A,D,B, A,D,C,B,,1,,0,0,0,0,0,0,0,,1,10%
OD-AUG5_0082.jpg,August,Odisha,Bhadrak,5 ,More than 5 Years,Pre-Test,,B,,,,,,,D,,,1,,,,,,,0,,,1,10%
OD-AUG5_0114.jpg,August,Odisha,Bargarh,4 ,,Pre-Test,,B,,D,C,B,,,,,,1,,0,0,0,,,,,,1,10%
OD-AUG5_0115.jpg,August,Odisha,Bargarh,4 ,,Pre-Test,,,,,,,B, A,B,,,,,,,,1,0,0,,,1,10%
OD-AUG5_0116.jpg,August,Odisha,Bargarh,4 ,3 to 5 Year,Pre-Test,,D,B,,,,,,,,,0,1,,,,,,,,,1,10%
OD-AUG5_0118.jpg,August,Odisha,Bargarh,4 ,,Pre-Test,,,B, A,D,, A,,, A,,,1,0,0,,0,,,0,,1,10%
OD-AUG5_0122.jpg,August,Odisha,Bargarh,4 ,3 to 5 Year,Pre-Test,,B, A, A,D,B, A,C,B, A, A,1,0,0,0,0,0,0,0,0,0,1,10%
OD-AUG5_0124.jpg,August,Odisha,Bargarh,4 ,More than 5 Years,Pre-Test,,,B,,,, A,,, A,C,,1,,,,0,,,0,0,1,10%
OD-AUG5_0125.jpg,August,Odisha,Bargarh,4 ,More than 5 Years,Pre-Test,,B, A, A,D,B, A,C,B,,,1,0,0,0,0,0,0,0,,,1,10%
OD-AUG5_0126.jpg,August,Odisha,Bargarh,4 ,,Pre-Test,,B, A, A, A,B, A,D,C,,,1,0,0,0,0,0,0,0,,,1,10%
OD-AUG5_0129.jpg,August,Odisha,Balangir,2 ,3 to 5 Year,Pre-Test,,B, A, A,D,B, A, A,B,B,B,1,0,0,0,0,0,0,0,0,0,1,10%
OD-AUG5_0130.jpg,August,Odisha,Rayagada,26 ,,Pre-Test,,C,D,D,C,B, A,D,B,C,C,0,0,0,0,0,0,0,0,1,0,1,10%
OD-AUG5_0135.jpg,August,Odisha,Rayagada,26 ,More than 5 Years,Pre-Test,,B, A,B,C,B, A,D,C,B,,1,0,0,0,0,0,0,0,0,,1,10%
OD-AUG5_0137.jpg,August,Odisha,Balangir,2 ,3 to 5 Year,Pre-Test,,B, A,B,C,B,, A,,, A,1,0,0,0,0,,0,,,0,1,10%
OD-AUG5_0140.jpg,August,Odisha,Rayagada,26 ,,Pre-Test,,,,C,,B,, A,B,,,,,1,,0,,0,0,,,1,10%
OD-AUG5_0142.jpg,August,Odisha,Rayagada,26 ,,Pre-Test,,B, A,,,, A,,C,,,1,0,,,,0,,0,,,1,10%
OD-AUG5_0143.jpg,August,Odisha,Rayagada,26 ,More than 5 Years,Pre-Test,,B,,,,,,,,,,1,,,,,,,,,,1,10%
OD-AUG5_0144.jpg,August,Odisha,Rayagada,26 ,,Pre-Test,,B,,,C,,,,,B,,1,,,0,,,,,0,,1,10%
OD-AUG5_0145.jpg,August,Odisha,Rayagada,26 ,,Pre-Test,,D,C,B,B,,,,,,,0,0,0,1,,,,,,,1,10%
