File,Test Month,State,District,District Code,Experience in Plumbing,Pre -Test,Post -Test, Which type of pipe is suitable for both hot and cold water?, How deep is the water seal in the P Trap? ,What is the purpose of a non-return valve (NRV)?,What is the minimum diameter of a soil pipe in a residential building?,A trap prevents foul gases from entering the building.,PEX pipes are commonly used in gas pipelines., The height of air pipe with water tank should be…….,What is the colour of CPVC SDR 11? ,What is the color of UPVC SCH 40 pipe?,Where are PVC connection pipes used?, Which type of pipe is suitable for both hot and cold water?, How deep is the water seal in the P Trap? ,What is the purpose of a non-return valve (NRV)?,What is the minimum diameter of a soil pipe in a residential building?,A trap prevents foul gases from entering the building.,PEX pipes are commonly used in gas pipelines., The height of air pipe with water tank should be…….,What is the colour of CPVC SDR 11? ,What is the color of UPVC SCH 40 pipe?,Where are PVC connection pipes used?,Grand total,Score
JH-Aug-1_0200.jpg,July,Jharkhand,Dhanbad,34 ,,,Post -Test,,A,C,,A,B,B,B,,,,0,1,,1,1,1,0,,,4,40%
JH-Aug-1_0203.jpg,July,Jharkhand,Hazaribagh,41 ,,,Post -Test,B,,C,,A,,,,,D,1,,1,,1,,,,,1,4,40%
JH-Aug-1_0355.jpg,July,Jharkhand,Hazaribagh,41 ,,,Post -Test,B,,,,,,,A,C,D,1,,,,,,,1,1,1,4,40%
JH-Aug-1_0402.jpg,August,Jharkhand,Giridih,38 ,,,Post -Test,B,B,,,A,,B,,,,1,1,,,1,,1,,,,4,40%
JH-Aug-1_0405.jpg,August,Jharkhand,Giridih,38 ,,,Post -Test,,B,C,A,,,B,A,B,D,,1,1,0,,,1,1,0,1,5,50%
JH-Aug-1_0464.jpg,August,Jharkhand,Dhanbad,34 ,,,Post -Test,B,B,C,,,B,,B,,,1,1,1,,,1,,0,,,4,40%
JH-Aug-1_0468.jpg,August,Jharkhand,Dhanbad,34 ,,,Post -Test,,C,,,A,,B,A,C,D,,0,,,1,,1,1,1,1,5,50%
JH-Aug-1_0492.jpg,August,Jharkhand,Dhanbad,34 ,More than 5 Years,,Post -Test,,B,,A,,,B,A,C,,,1,,0,,,1,1,1,,4,40%
JH-Aug-1_0507.jpg,August,Jharkhand,Dhanbad,34 ,,,Post -Test,,,,A,,B,B,,C,D,,,,0,,1,1,,1,1,4,40%
JH-Aug-1_0538.jpg,August,Jharkhand,Dhanbad,34 ,,,Post -Test,,,C,,A,B,B,,,D,,,1,,1,1,1,,,1,5,50%
JH-Aug-1_0565.jpg,August,Jharkhand,Jamtara,42 ,,,Post -Test,,,C,B,A,B,B,,,,,,1,1,1,1,1,,,,5,50%
JH-Aug-1_0581.jpg,August,Jharkhand,Dhanbad,34 ,3 to 5 Year,,Post -Test,B,C,C,,,B,,,,D,1,0,1,,,1,,,,1,4,40%
JH-Aug-1_0647.jpg,August,Jharkhand,Giridih,38 ,,,Post -Test,,,,B,A,B,B,D,,,,,,1,1,1,1,0,,,4,40%
JH-Aug-1_0648.jpg,August,Jharkhand,Giridih,38 ,More than 5 Years,,Post -Test,B,C,C,B,A,,,B,,D,1,0,1,1,1,,,0,,1,5,50%
JH-Aug-1_0722.jpg,August,Jharkhand,Giridih,38 ,More than 5 Years,,Post -Test,B,B,C,C,,B,,,B,,1,1,1,0,,1,,,0,,4,40%
JH-Aug-1_0735.jpg,August,Jharkhand,Giridih,38 ,,,Post -Test,B,B,C,B,,,,,,,1,1,1,1,,,,,,,4,40%
JH-Aug-1_0745.jpg,August,Jharkhand,Giridih,38 ,More than 5 Years,,Post -Test,B,C,C,,A,B,B,C,C,C,1,0,1,,1,1,1,0,1,0,6,60%
JH-Aug-1_0747.jpg,August,Jharkhand,Giridih,38 ,More than 5 Years,,Post -Test,B,,,,,,,A,C,D,1,,,,,,,1,1,1,4,40%
JH-Aug-1_0753.jpg,August,Jharkhand,Giridih,38 ,,,Post -Test,B,C,C,C,A,B,,,,,1,0,1,0,1,1,,,,,4,40%
JH-Aug-1_0762.jpg,August,Jharkhand,Giridih,38 ,3 to 5 Year,,Post -Test,B,D,,B,,,,C,C,D,1,0,,1,,,,0,1,1,4,40%
JH-Aug-1_0767.jpg,August,Jharkhand,Giridih,38 ,,,Post -Test,B,A,,,A,,B,B,C,D,1,0,,,1,,1,0,1,1,5,50%
JH-Aug-1_0772.jpg,August,Jharkhand,Giridih,38 ,,,Post -Test,,,C,B,,,B,D,C,,,,1,1,,,1,0,1,,4,40%
JH-Aug-1_0820.jpg,August,Jharkhand,Dhanbad,34 ,More than 5 Years,,Post -Test,B,,C,,A,B,,,,,1,,1,,1,1,,,,,4,40%
JH-Aug-1_0862.jpg,August,Jharkhand,Dhanbad,34 ,,,Post -Test,,,C,D,A,B,B,,C,,,,1,0,1,1,1,,1,,5,50%
JH-Aug-1_0877.jpg,August,Jharkhand,Dhanbad,34 ,,,Post -Test,B,A,,,,B,B,,B,D,1,0,,,,1,1,,0,1,4,40%
JH-Aug-1_0900.jpg,August,Jharkhand,Dhanbad,34 ,,,Post -Test,B,C,C,C,A,B,,,,,1,0,1,0,1,1,,,,,4,40%
JH-Aug-1_0927.jpg,August,Jharkhand,Dhanbad,34 ,1 to 3 Year,,Post -Test,,,,,A,B,B,A,,,,,,,1,1,1,1,,,4,40%
JH-Aug-1_0950.jpg,August,Jharkhand,Giridih,38 ,,,Post -Test,B,D,C,C,A,B,,,,D,1,0,1,0,1,1,,,,1,5,50%
JH-Aug-1_0960.jpg,August,Jharkhand,Dhanbad,34 ,More than 5 Years,,Post -Test,,B,C,C,,,B,,C,,,1,1,0,,,1,,1,,4,40%
JH-Aug-1_0992.jpg,August,Jharkhand,Dhanbad,34 ,More than 5 Years,,Post -Test,,,C,,,B,B,D,B,D,,,1,,,1,1,0,0,1,4,40%
JH-Aug-2_0001.jpg,August,Jharkhand,Dhanbad,34 ,More than 5 Years,,Post -Test,,,,B,A,B,B,D,,,,,,1,1,1,1,0,,,4,40%
OD-AUG2_0020.jpg,August,Odisha,Balangir,2 ,3 to 5 Year,,Post -Test,B, A,C,,,,B,,C,D,1,0,1,,,,1,,1,1,5,50%
OD-AUG2_0029.jpg,August,Odisha,Balangir,2 ,1 to 3 Year,,Post -Test,B,B,D, A, A,B,, A,,,1,1,0,0,1,1,,1,,,5,50%
OD-AUG2_0084.jpg,August,Odisha,Balangir,2 ,,,Post -Test,B,B,C,B, A,,,,,,1,1,1,1,1,,,,,,5,50%
OD-AUG2_0121.jpg,August,Odisha,Balangir,2 ,,,Post -Test,,,,B,,,B, A,C,D,,,,1,,,1,1,1,1,5,50%
OD-AUG2_0126.jpg,August,Odisha,Balangir,2 ,1 to 3 Year,,Post -Test,B,B,,,,B,B, A,,,1,1,,,,1,1,1,,,5,50%
OD-AUG2_0140.jpg,August,Odisha,Balangir,2 ,More than 5 Years,,Post -Test,B,B,C,B,,,,,,D,1,1,1,1,,,,,,1,5,50%
OD-AUG4_0004.jpg,August,Odisha,Balasore,3 ,More than 5 Years,,Post -Test,B,B,C,, A,B,,,,,1,1,1,,1,1,,,,,5,50%
OD-AUG4_0009.jpg,August,Odisha,Balasore,3 ,More than 5 Years,,Post -Test,B,B,C,B,,,, A,,,1,1,1,1,,,,1,,,5,50%
OD-AUG5_0092.jpg,August,Odisha,Rayagada,26 ,3 to 5 Year,,Post -Test,,B,C,, A,B,B,,D,C,,1,1,,1,1,1,,0,0,5,50%
OD-AUG5_0108.jpg,August,Odisha,Bargarh,4 ,More than 5 Years,,Post -Test,B,B,C,B,,, A, A,,C,1,1,1,1,,,0,1,,0,5,50%
OD-AUG6_0020.jpg,August,Odisha,Bargarh,4 ,3 to 5 Year,,Post -Test,,B,C, A, A,B,, A,,,,1,1,0,1,1,,1,,,5,50%
OD-Jul1_0022.jpg,July,Odisha,Balangir,2,More than 5 Years,,Post -Test,B,,,B, A,B,, A,,,1,,,1,1,1,,1,,,5,50%
OD-Jul2_0079.jpg,July,Odisha,Sambalpur,27,3 to 5 Year,,Post -Test,,,,B,,,B, A,C,D,,,,1,,,1,1,1,1,5,50%
OD-Jul2_0086.jpg,July,Odisha,Sambalpur,27,More than 5 Years,,Post -Test,B,D,C,D, A,B,,,,D,1,0,1,0,1,1,,,,1,5,50%
OD-Jul2_0106.jpg,July,Odisha,Sambalpur,27,,,Post -Test,B,B,,D, A,B, A,,,D,1,1,,0,1,1,0,,,1,5,50%
OD-Jul2_0156.jpg,July,Odisha,Sambalpur,27,More than 5 Years,,Post -Test,,,C,B, A,,, A,B,D,,,1,1,1,,,1,0,1,5,50%
OD-Jul2_0163.jpg,July,Odisha,Balangir,2,More than 5 Years,,Post -Test,,B,,B, A,B,,,,D,,1,,1,1,1,,,,1,5,50%
OD-Jul2_0169.jpg,July,Odisha,Balangir,2 ,More than 5 Years,,Post -Test,B,,,, A,B,B,,,D,1,,,,1,1,1,,,1,5,50%
JH-Aug-1_0054.jpg,August,Jharkhand,Bokaro,31 ,,,Post -Test,B,B,,,,B,,B,C,D,1,1,,,,1,,0,1,1,5,50%
JH-Aug-1_0076.jpg,July,Jharkhand,Bokaro,31 ,,,Post -Test,B,C,C,,A,B,B,B,C,D,1,0,1,,1,1,1,0,1,1,7,70%
JH-Aug-1_0077.jpg,July,Jharkhand,Bokaro,31 ,More than 5 Years,,Post -Test,B,C,C,,A,A,,,C,D,1,0,1,,1,0,,,1,1,5,50%
JH-Aug-1_0128.jpg,August,Jharkhand,Bokaro,31 ,3 to 5 Year,,Post -Test,B,,C,C,A,,B,,,D,1,,1,0,1,,1,,,1,5,50%
JH-Aug-1_0176.jpg,August,Jharkhand,Dhanbad,34 ,,,Post -Test,B,B,,,A,,B,,C,,1,1,,,1,,1,,1,,5,50%
JH-Aug-1_0244.jpg,August,Jharkhand,Bokaro,31 ,More than 5 Years,,Post -Test,B,B,,,,,B,B,C,D,1,1,,,,,1,0,1,1,5,50%
JH-Aug-1_0265.jpg,July,Jharkhand,Hazaribagh,41 ,More than 5 Years,,Post -Test,B,B,C,B,A,,,,,,1,1,1,1,1,,,,,,5,50%
JH-Aug-1_0361.jpg,July,Jharkhand,Hazaribagh,41 ,More than 5 Years,,Post -Test,,,,B,A,B,B,A,C,,,,,1,1,1,1,1,1,,6,60%
JH-Aug-1_0413.jpg,August,Jharkhand,Giridih,38 ,,,Post -Test,B,B,C,B,A,,,,,D,1,1,1,1,1,,,,,1,6,60%
JH-Aug-1_0420.jpg,August,Jharkhand,Giridih,38 ,More than 5 Years,,Post -Test,B,B,,,,,,A,C,D,1,1,,,,,,1,1,1,5,50%
JH-Aug-1_0471.jpg,August,Jharkhand,Jamtara,42 ,,,Post -Test,B,B,C,B,A,,,,,,1,1,1,1,1,,,,,,5,50%
JH-Aug-1_0479.jpg,August,Jharkhand,Jamtara,42 ,,,Post -Test,B,D,,,A,B,B,A,B,,1,0,,,1,1,1,1,0,,5,50%
JH-Aug-1_0480.jpg,August,Jharkhand,Jamtara,42 ,,,Post -Test,B,,C,C,A,,B,A,B,D,1,,1,0,1,,1,1,0,1,6,60%
JH-Aug-1_0503.jpg,August,Jharkhand,Dhanbad,34 ,,,Post -Test,,B,C,A,A,B,B,,,,,1,1,0,1,1,1,,,,5,50%
JH-Aug-1_0505.jpg,August,Jharkhand,Dhanbad,34 ,,,Post -Test,B,B,C,A,A,,B,,,,1,1,1,0,1,,1,,,,5,50%
JH-Aug-1_0567.jpg,August,Jharkhand,Dhanbad,34 ,3 to 5 Year,,Post -Test,B,C,C,B,A,,,,,D,1,0,1,1,1,,,,,1,5,50%
JH-Aug-1_0576.jpg,August,Jharkhand,Jamtara,42 ,,,Post -Test,,A,C,B,A,B,,,,D,,0,1,1,1,1,,,,1,5,50%
JH-Aug-1_0650.jpg,August,Jharkhand,Giridih,38 ,More than 5 Years,,Post -Test,,B,C,,,,,A,C,D,,1,1,,,,,1,1,1,5,50%
JH-Aug-1_0718.jpg,August,Jharkhand,Giridih,38 ,,,Post -Test,B,B,C,,,,B,A,B,D,1,1,1,,,,1,1,0,1,6,60%
JH-Aug-1_0724.jpg,August,Jharkhand,Giridih,38 ,More than 5 Years,,Post -Test,B,C,C,C,A,,,A,D,D,1,0,1,0,1,,,1,0,1,5,50%
JH-Aug-1_0730.jpg,August,Jharkhand,Giridih,38 ,More than 5 Years,,Post -Test,B,B,C,,A,,B,,,,1,1,1,,1,,1,,,,5,50%
JH-Aug-1_0761.jpg,August,Jharkhand,Giridih,38 ,,,Post -Test,B,A,C,B,A,B,B,,,,1,0,1,1,1,1,1,,,,6,60%
JH-Aug-1_0763.jpg,August,Jharkhand,Giridih,38 ,More than 5 Years,,Post -Test,B,A,C,,A,B,B,,,,1,0,1,,1,1,1,,,,5,50%
JH-Aug-1_0765.jpg,August,Jharkhand,Giridih,38 ,More than 5 Years,,Post -Test,B,D,C,,,B,B,A,,C,1,0,1,,,1,1,1,,0,5,50%
JH-Aug-1_0779.jpg,August,Jharkhand,Giridih,38 ,,,Post -Test,B,,,C,A,B,B,D,,D,1,,,0,1,1,1,0,,1,5,50%
JH-Aug-1_0780.jpg,August,Jharkhand,Giridih,38 ,,,Post -Test,B,B,B,C,A,B,B,D,A,,1,1,0,0,1,1,1,0,0,,5,50%
JH-Aug-1_0794.jpg,August,Jharkhand,Giridih,38 ,,,Post -Test,B,,B,,A,B,B,,,D,1,,0,,1,1,1,,,1,5,50%
JH-Aug-1_0866.jpg,August,Jharkhand,Dhanbad,34 ,More than 5 Years,,Post -Test,,B,,,A,B,,A,B,D,,1,,,1,1,,1,0,1,5,50%
JH-Aug-1_0898.jpg,August,Jharkhand,Dhanbad,34 ,,,Post -Test,B,A,C,A,A,B,B,D,D,A,1,0,1,0,1,1,1,0,0,0,5,50%
JH-Aug-1_0928.jpg,August,Jharkhand,Dhanbad,34 ,,,Post -Test,B,,C,B,,,B,A,,,1,,1,1,,,1,1,,,5,50%
JH-Aug-1_0957.jpg,August,Jharkhand,Dhanbad,34 ,3 to 5 Year,,Post -Test,B,A,C,D,A,B,,,C,,1,0,1,0,1,1,,,1,,5,50%
JH-Aug-1_0961.jpg,August,Jharkhand,Giridih,38 ,More than 5 Years,,Post -Test,B,,,,A,B,B,,C,D,1,,,,1,1,1,,1,1,6,60%
JH-Aug-1_0963.jpg,August,Jharkhand,Dhanbad,34 ,More than 5 Years,,Post -Test,,,,D,A,B,B,A,C,,,,,0,1,1,1,1,1,,5,50%
JH-Aug-1_0979.jpg,August,Jharkhand,Dhanbad,34 ,,,Post -Test,B,B,C,D,A,,B,,,,1,1,1,0,1,,1,,,,5,50%
JH-Aug-1_0989.jpg,August,Jharkhand,Dhanbad,34 ,1 to 3 Year,,Post -Test,B,D,B,C,A,B,B,A,B,,1,0,0,0,1,1,1,1,0,,5,50%
JH-Aug-2_0018.jpg,August,Jharkhand,Dhanbad,34 ,More than 5 Years,,Post -Test,B,,,B,,B,,,C,D,1,,,1,,1,,,1,1,5,50%
OD-AUG1_0031.jpg,August,Odisha,Balangir,2 ,,,Post -Test,B,B,,B, A,B,B,,, A,1,1,,1,1,1,1,,,0,6,60%
OD-AUG1_0037.jpg,August,Odisha,Balangir,2 ,More than 5 Years,,Post -Test,B,B,C,B, A,B,,,,,1,1,1,1,1,1,,,,,6,60%
OD-AUG2_0019.jpg,August,Odisha,Balangir,2 ,More than 5 Years,,Post -Test,B,B,C,, A, A,D,B,C,D,1,1,1,,1,0,0,0,1,1,6,60%
OD-AUG2_0036.jpg,August,Odisha,Balangir,2 ,3 to 5 Year,,Post -Test,B,B,C,B,,,B,,,D,1,1,1,1,,,1,,,1,6,60%
OD-AUG2_0119.jpg,August,Odisha,Balangir,2 ,More than 5 Years,,Post -Test,B,,C,B,,B,B,,C,,1,,1,1,,1,1,,1,,6,60%
OD-AUG2_0124.jpg,August,Odisha,Balangir,2 ,More than 5 Years,,Post -Test,D,D,,B, A,B,, A,C,D,0,0,,1,1,1,,1,1,1,6,60%
OD-AUG2_0142.jpg,August,Odisha,Balangir,2 ,,,Post -Test,,,,, A,B,B, A,C,D,,,,,1,1,1,1,1,1,6,60%
OD-AUG5_0097.jpg,August,Odisha,Rayagada,26 ,,,Post -Test,B,,C,C, A,B,,,C,D,1,,1,0,1,1,,,1,1,6,60%
OD-AUG5_0102.jpg,August,Odisha,Bargarh,4 ,3 to 5 Year,,Post -Test,B,B,C,B, A,B,,,,,1,1,1,1,1,1,,,,,6,60%
OD-AUG5_0113.jpg,August,Odisha,Bargarh,4 ,3 to 5 Year,,Post -Test,B,B,C,, A,B,, A,B,,1,1,1,,1,1,,1,0,,6,60%
OD-Jul1_0030.jpg,July,Odisha,Balangir,2 ,1 to 3 Year,,Post -Test,,B,,B, A,B,, A,C,,,1,,1,1,1,,1,1,,6,60%
OD-Jul2_0062.jpg,July,Odisha,Sambalpur,27,,,Post -Test,,C,C,B,,B,, A,C,D,,0,1,1,,1,,1,1,1,6,60%
OD-Jul2_0089.jpg,July,Odisha,Sambalpur,27,3 to 5 Year,,Post -Test,B,C,C,B, A,B,B,,,,1,0,1,1,1,1,1,,,,6,60%
OD-Jul2_0093.jpg,July,Odisha,Sambalpur,27,3 to 5 Year,,Post -Test,B,,C,, A,,C, A,C,D,1,,1,,1,,0,1,1,1,6,60%
OD-Jul2_0111.jpg,July,Odisha,Sambalpur,27,More than 5 Years,,Post -Test,B,B, A,C, A,B,D,,C,D,1,1,0,0,1,1,0,,1,1,6,60%
OD-Jul2_0114.jpg,July,Odisha,Sambalpur,27,More than 5 Years,,Post -Test,B,B,D,B, A, A,C,D,C,D,1,1,0,1,1,0,0,0,1,1,6,60%
OD-Jul2_0115.jpg,July,Odisha,Sambalpur,27,More than 5 Years,,Post -Test,B,B,C,B, A,,,,,D,1,1,1,1,1,,,,,1,6,60%
OD-Jul2_0118.jpg,July,Odisha,Sambalpur,27,More than 5 Years,,Post -Test,B, A,C,B, A,B,C,,C,C,1,0,1,1,1,1,0,,1,0,6,60%
OD-Jul2_0120.jpg,July,Odisha,Sambalpur,27,3 to 5 Year,,Post -Test,B, A, A,C, A,B,B, A,C,B,1,0,0,0,1,1,1,1,1,0,6,60%
OD-Jul2_0150.jpg,July,Odisha,Sambalpur,27,1 to 3 Year,,Post -Test, A,B,D,B,B, A,B, A,C,D,0,1,0,1,0,0,1,1,1,1,6,60%
OD-Jul2_0151.jpg,July,Odisha,Sambalpur,27,,,Post -Test, A,,C,, A,B,B, A,C,,0,,1,,1,1,1,1,1,,6,60%
OD-Jul2_0155.jpg,July,Odisha,Sambalpur,27,1 to 3 Year,,Post -Test,B,B,D,B, A,,D, A,B,D,1,1,0,1,1,,0,1,0,1,6,60%
OD-Jul2_0160.jpg,July,Odisha,Balangir,2 ,1 to 3 Year,,Post -Test,,,,B, A,B,B,,C,D,,,,1,1,1,1,,1,1,6,60%
OD-Jul2_0175.jpg,July,Odisha,Balangir,2 ,3 to 5 Year,,Post -Test,,,C,B, A,B,B, A,,,,,1,1,1,1,1,1,,,6,60%
JH-Aug-1_0036.jpg,August,Jharkhand,Giridih,38 ,1 to 3 Year,,Post -Test,B,,C,A,A,B,B,B,C,D,1,,1,0,1,1,1,0,1,1,7,70%
JH-Aug-1_0057.jpg,August,Jharkhand,Bokaro,31 ,More than 5 Years,,Post -Test,B,C,C,,A,B,B,,B,D,1,0,1,,1,1,1,,0,1,6,60%
JH-Aug-1_0066.jpg,July,Jharkhand,Bokaro,31 ,,,Post -Test,B,B,C,,,B,C,A,B,D,1,1,1,,,1,0,1,0,1,6,60%
JH-Aug-1_0071.jpg,July,Jharkhand,Bokaro,31 ,More than 5 Years,,Post -Test,B,B,C,C,A,A,B,A,C,C,1,1,1,0,1,0,1,1,1,0,7,70%
JH-Aug-1_0072.jpg,July,Jharkhand,Bokaro,31 ,More than 5 Years,,Post -Test,B,B,C,,,B,B,B,C,D,1,1,1,,,1,1,0,1,1,7,70%
JH-Aug-1_0075.jpg,July,Jharkhand,Bokaro,31 ,,,Post -Test,,,C,,A,B,B,,C,D,,,1,,1,1,1,,1,1,6,60%
JH-Aug-1_0100.jpg,July,Jharkhand,Bokaro,31 ,,,Post -Test,B,C,C,D,A,B,B,D,D,D,1,0,1,0,1,1,1,0,0,1,6,60%
JH-Aug-1_0190.jpg,August,Jharkhand,Dhanbad,34 ,More than 5 Years,,Post -Test,B,,,D,A,B,B,A,C,D,1,,,0,1,1,1,1,1,1,7,70%
JH-Aug-1_0201.jpg,July,Jharkhand,Hazaribagh,41 ,No experience,,Post -Test,B,B,,B,,,B,A,B,D,1,1,,1,,,1,1,0,1,6,60%
JH-Aug-1_0246.jpg,July,Jharkhand,Hazaribagh,41 ,3 to 5 Year,,Post -Test,,B,C,,A,,B,A,B,D,,1,1,,1,,1,1,0,1,6,60%
JH-Aug-1_0247.jpg,August,Jharkhand,Hazaribagh,41 ,1 to 3 Year,,Post -Test,B,B,A,B,A,B,,D,B,D,1,1,0,1,1,1,,0,0,1,6,60%
JH-Aug-1_0299.jpg,July,Jharkhand,Dhanbad,34 ,1 to 3 Year,,Post -Test,B,,D,,A,B,B,A,B,D,1,,0,,1,1,1,1,0,1,6,60%
JH-Aug-1_0306.jpg,July,Jharkhand,Dhanbad,34 ,More than 5 Years,,Post -Test,B,B,C,C,,B,B,,B,D,1,1,1,0,,1,1,,0,1,6,60%
JH-Aug-1_0360.jpg,July,Jharkhand,Hazaribagh,41 ,More than 5 Years,,Post -Test,B,C,C,B,A,,,A,C,D,1,0,1,1,1,,,1,1,1,7,70%
JH-Aug-1_0432.jpg,August,Jharkhand,Giridih,38 ,1 to 3 Year,,Post -Test,B,,C,B,A,B,,,C,,1,,1,1,1,1,,,1,,6,60%
JH-Aug-1_0465.jpg,August,Jharkhand,Jamtara,42 ,,,Post -Test,B,C,,B,,B,B,A,C,D,1,0,,1,,1,1,1,1,1,7,70%
JH-Aug-1_0467.jpg,August,Jharkhand,Jamtara,42 ,More than 5 Years,,Post -Test,B,C,C,B,A,A,B,,,D,1,0,1,1,1,0,1,,,1,6,60%
JH-Aug-1_0491.jpg,August,Jharkhand,Jamtara,42 ,,,Post -Test,B,B,C,B,A,,,A,,,1,1,1,1,1,,,1,,,6,60%
JH-Aug-1_0494.jpg,August,Jharkhand,Giridih,38 ,More than 5 Years,,Post -Test,,,C,A,A,B,B,A,C,,,,1,0,1,1,1,1,1,,6,60%
JH-Aug-1_0510.jpg,August,Jharkhand,Giridih,38 ,3 to 5 Year,,Post -Test,B,,,C,A,B,B,,C,D,1,,,0,1,1,1,,1,1,6,60%
JH-Aug-1_0521.jpg,August,Jharkhand,Dhanbad,34 ,,,Post -Test,B,,,D,A,B,B,B,C,D,1,,,0,1,1,1,0,1,1,6,60%
JH-Aug-1_0527.jpg,August,Jharkhand,Dhanbad,34 ,More than 5 Years,,Post -Test,A,C,C,A,A,B,B,C,C,D,0,0,1,0,1,1,1,0,1,1,6,60%
JH-Aug-1_0754.jpg,August,Jharkhand,Giridih,38 ,More than 5 Years,,Post -Test,B,C,C,B,,,C,A,C,D,1,0,1,1,,,0,1,1,1,6,60%
JH-Aug-1_0757.jpg,August,Jharkhand,Giridih,38 ,3 to 5 Year,,Post -Test,B,B,C,B,A,,,,B,D,1,1,1,1,1,,,,0,1,6,60%
JH-Aug-1_0760.jpg,August,Jharkhand,Giridih,38 ,,,Post -Test,B,C,C,B,A,B,B,C,,,1,0,1,1,1,1,1,0,,,6,60%
JH-Aug-1_0815.jpg,August,Jharkhand,Dhanbad,34 ,More than 5 Years,,Post -Test,B,D,C,D,A,B,B,A,B,,1,0,1,0,1,1,1,1,0,,6,60%
JH-Aug-1_0816.jpg,August,Jharkhand,Dhanbad,34 ,More than 5 Years,,Post -Test,A,B,C,D,A,B,B,A,B,A,0,1,1,0,1,1,1,1,0,0,6,60%
JH-Aug-1_0895.jpg,August,Jharkhand,Dhanbad,34 ,,,Post -Test,,A,C,B,A,B,B,A,B,A,,0,1,1,1,1,1,1,0,0,6,60%
JH-Aug-1_0944.jpg,August,Jharkhand,Dhanbad,34 ,1 to 3 Year,,Post -Test,B,B,C,D,A,,,A,D,D,1,1,1,0,1,,,1,0,1,6,60%
JH-Aug-1_0958.jpg,August,Jharkhand,Dhanbad,34 ,More than 5 Years,,Post -Test,B,B,C,B,A,B,B,,B,D,1,1,1,1,1,1,1,,0,1,8,80%
JH-Aug-2_0005.jpg,August,Jharkhand,Giridih,38 ,,,Post -Test,B,B,,B,A,,B,,C,D,1,1,,1,1,,1,,1,1,7,70%
JH-Aug-2_0016.jpg,August,Jharkhand,Dhanbad,34 ,More than 5 Years,,Post -Test,B,B,,B,A,A,B,A,,A,1,1,,1,1,0,1,1,,0,6,60%
JH-Aug-2_0017.jpg,August,Jharkhand,Giridih,38 ,,,Post -Test,B,,C,B,A,B,B,,,,1,,1,1,1,1,1,,,,6,60%
OD-AUG1_0055.jpg,August,Odisha,Balangir,2 ,,,Post -Test,,B,C,B, A,B,B,C,C,,,1,1,1,1,1,1,0,1,,7,70%
OD-AUG1_0063.jpg,August,Odisha,Balangir,2 ,1 to 3 Year,,Post -Test,B,,,B, A,B,, A,C,D,1,,,1,1,1,,1,1,1,7,70%
OD-AUG2_0007.jpg,August,Odisha,Balangir,2 ,1 to 3 Year,,Post -Test,B,B,C,, A,B,B,,,D,1,1,1,,1,1,1,,,1,7,70%
OD-AUG2_0011.jpg,August,Odisha,Balangir,2 ,,,Post -Test,B,B,C,B, A,,B, A,B,,1,1,1,1,1,,1,1,0,,7,70%
OD-AUG2_0016.jpg,August,Odisha,Balangir,2 ,More than 5 Years,,Post -Test,B,B,C,,B, A,B, A,C,D,1,1,1,,0,0,1,1,1,1,7,70%
OD-AUG2_0017.jpg,August,Odisha,Balangir,2 ,More than 5 Years,,Post -Test,B,B,C,B, A,,, A,,D,1,1,1,1,1,,,1,,1,7,70%
OD-AUG2_0028.jpg,August,Odisha,Balangir,2 ,1 to 3 Year,,Post -Test,B,B,D, A, A,B,B, A,,D,1,1,0,0,1,1,1,1,,1,7,70%
OD-AUG2_0030.jpg,August,Odisha,Balangir,2 ,More than 5 Years,,Post -Test,B,,C,B, A,B,, A,C,,1,,1,1,1,1,,1,1,,7,70%
OD-AUG2_0122.jpg,August,Odisha,Balangir,2 ,More than 5 Years,,Post -Test,B,B,C,B, A,B,B,,,,1,1,1,1,1,1,1,,,,7,70%
OD-AUG4_0059.jpg,August,Odisha,Balasore,3 ,More than 5 Years,,Post -Test,,B,C,B, A,B,B, A,,,,1,1,1,1,1,1,1,,,7,70%
OD-AUG5_0091.jpg,August,Odisha,Rayagada,26 ,1 to 3 Year,,Post -Test,B,B,C,B,,B,B, A,,,1,1,1,1,,1,1,1,,,7,70%
OD-AUG5_0100.jpg,August,Odisha,Rayagada,26 ,More than 5 Years,,Post -Test,B,B,C,B,B, A,B, A,B,D,1,1,1,1,0,0,1,1,0,1,7,70%
OD-AUG5_0103.jpg,August,Odisha,Rayagada,26 ,1 to 3 Year,,Post -Test,B,B,C,B, A,B, A,B,,D,1,1,1,1,1,1,0,0,,1,7,70%
OD-AUG5_0110.jpg,August,Odisha,Bargarh,4 ,More than 5 Years,,Post -Test,B,B,C,, A,B,B, A,,,1,1,1,,1,1,1,1,,,7,70%
OD-AUG5_0112.jpg,August,Odisha,Bargarh,4 ,More than 5 Years,,Post -Test,B,B, A, A, A,B,B, A,C,,1,1,0,0,1,1,1,1,1,,7,70%
OD-AUG5_0148.jpg,August,Odisha,Rayagada,26 ,3 to 5 Year,,Post -Test,B,B,C,B, A, A, A,B,C,D,1,1,1,1,1,0,0,0,1,1,7,70%
OD-AUG5_0150.jpg,August,Odisha,Rayagada,26 ,More than 5 Years,,Post -Test,B,B,C,B,B, A,B, A,C,,1,1,1,1,0,0,1,1,1,,7,70%
